
Gene.name,Chromosome,Start,end
RYR2,1,237042205,237833988
RP11-193H5.1,1,237862175,237928321
ZP4,1,237877864,237890922
MTRNR2L11,1,237943724,237945275
RP11-136B18.2,1,238276037,238287016
LINC01139,1,238480384,238486023
RP11-177F15.1,1,238485445,238538305
RP11-544D21.2,1,239247808,239250818
CHRM3,1,239386565,239915452
CHRM3-AS2,1,239703381,239730465
CHRM3-AS1,1,239898016,239899872
RP11-35L17.3,1,239915439,239916955
FMN2,1,240014348,240475189
RP11-567G24.3,1,240177839,240179644
RP11-177F11.1,1,240400671,240401123
GREM2,1,240489573,240612149
RP11-467I20.2,1,240530452,240530862
RP11-80B9.4,1,240739419,240739853
RP11-80B9.1,1,240765557,240768680
RGS7,1,240775514,241357230
RP11-527D7.1,1,241424292,241433492
FH,1,241497603,241519761
KMO,1,241532134,241595642
OPN3,1,241590102,241677376
CHML,1,241628853,241635930
WDR64,1,241652278,241802133
EXO1,1,241847967,241895148
BECN2,1,241957767,241959062
MAP1LC3C,1,241995490,241999073
PLD5,1,242082986,242524696
RP11-561I11.4,1,242147514,242209129
RP11-561I11.3,1,242203555,242210827
RP11-261C10.1,1,243005845,243007468
LINC01347,1,243029512,243052252
CEP170,1,243124428,243255348
RP11-261C10.5,1,243135898,243140588
RP11-261C10.4,1,243164638,243169445
SDCCAG8,1,243256034,243500092
AKT3,1,243488233,243851079
RP11-269F20.1,1,243545532,243548329
RP11-278H7.1,1,243917402,244047317
ZBTB18,1,244048939,244057476
RP11-278H7.4,1,244068820,244093026
RP11-278H7.3,1,244107365,244109011
C1orf100,1,244352635,244389663
RP11-518L10.5,1,244375100,244409592
ADSS,1,244408494,244452134
C1orf101,1,244454377,244641177
DESI2,1,244652935,244709033
RP11-173A6.3,1,244731024,244731586
COX20,1,244835322,244845057
HNRNPU-AS1,1,244840638,244846903
RP11-11N7.5,1,244845167,244855497
HNRNPU,1,244851166,244864542
RP11-11N7.4,1,244864738,244865272
RP11-156E8.1,1,244969350,244971088
EFCAB2,1,244969705,245127164
KIF26B,1,245154985,245709431
RP11-62I21.1,1,245206444,245234501
RP11-522M21.2,1,245614773,245615145
RP11-522M21.3,1,245673732,245676478
SMYD3,1,245749342,246507312
RP11-83A16.1,1,246025897,246035603
RP11-36N20.1,1,246108626,246113866
RP11-690C23.2,1,246516039,246524287
TFB2M,1,246540560,246566324
CNST,1,246566444,246668584
RP11-439E19.9,1,246682108,246685075
RP11-439E19.7,1,246690047,246691821
SCCPDH,1,246724047,246768137
RP11-439E19.10,1,246772301,246775772
AHCTF1,1,246839098,246931978
ZNF695,1,246945547,247008093
ZNF670-ZNF695,1,246945547,247078811
ZNF670,1,247036784,247078755
ZNF669,1,247099962,247104372
C1orf229,1,247110160,247112417
ZNF124,1,247121975,247172016
RP11-488L18.10,1,247187281,247188526
RP11-488L18.8,1,247210691,247241823
ZNF496,1,247297412,247331846
NLRP3,1,247416156,247449108
OR2B11,1,247451029,247451982
GCSAML,1,247507058,247577690
GCSAML-AS1,1,247524679,247526752
OR2C3,1,247530132,247533839
RP11-978I15.10,1,247565639,247640854
OR2G2,1,247588360,247589313
OR2G3,1,247605586,247606515
RP11-634B7.4,1,247639749,247747062
OR13G1,1,247672118,247673041
OR6F1,1,247711829,247712755
OR14A2,1,247723099,247724043
OR14K1,1,247738615,247739559
OR1C1,1,247757462,247758406
OR14A16,1,247814800,247815729
OR11L1,1,247840928,247841896
TRIM58,1,247857199,247878205
OR2W3,1,247895587,247896531
OR2T8,1,247921018,247921956
OR2AJ1,1,247933769,247934755
OR2L13,1,247937191,248100922
OR2L8,1,247948858,247949796
OR2AK2,1,247965233,247966339
OR2L5,1,248021948,248022886
OR2L2,1,248038268,248039206
OR2L3,1,248060682,248061620
OR2M5,1,248145148,248146086
OR2M2,1,248179986,248181029
OR2M3,1,248203068,248204006
OR2M4,1,248238929,248239864
OR2T33,1,248272852,248273814
OR2T12,1,248294616,248295578
OR2M7,1,248323630,248324568
OR14C36,1,248348775,248349713
OR2T4,1,248361581,248362627
OR2T6,1,248387609,248388535
OR2T1,1,248405995,248407104
OR2T2,1,248452798,248453772
OR2T3,1,248473351,248474307
RP11-407H12.8,1,248484245,248485484
OR2T5,1,248488589,248489536
OR2G6,1,248521647,248522597
RP11-438F14.3,1,248548756,248563839
OR2T29,1,248558544,248559491
OR2T34,1,248573801,248574757
OR2T10,1,248592830,248593768
OR2T11,1,248626178,248627128
OR2T35,1,248638287,248639258
OR2T27,1,248649931,248650884
OR14I1,1,248681369,248682304
XX-CR54.1,1,248692191,248699110
LYPD8,1,248718649,248755739
SH3BP5L,1,248810446,248826633
ZNF672,1,248838210,248849517
ZNF692,1,248850006,248859144
AL672294.1,1,248859164,248864796
PGBD2,1,248906196,248919946
FAM110C,2,38814,46870
AC079779.7,2,197569,202605
SH3YL1,2,217730,266398
ACP1,2,264140,278283
FAM150B,2,279558,288851
AC079779.5,2,305111,314367
RP11-356M6.1,2,307683,309424
AC079779.6,2,317912,342118
AC105393.1,2,388412,416885
AC105393.2,2,421057,422303
AC093326.1,2,490944,492655
AC093326.2,2,545805,546667
AC093326.3,2,558204,578145
TMEM18,2,667335,677439
AC092159.2,2,677186,697371
AC092159.1,2,687799,688348
AC092159.3,2,692083,693235
AC116609.1,2,724966,731224
RP13-539J13.1,2,739588,740164
AC116609.3,2,741977,749856
AC116609.2,2,742488,747767
LINC01115,2,779840,868426
AC113607.2,2,900216,905451
AC113607.3,2,910926,921124
AC116614.1,2,949627,950274
SNTG2,2,950868,1367613
AC114808.3,2,1059133,1068341
AC114808.2,2,1158310,1160424
AC108462.1,2,1341044,1346568
TPO,2,1374223,1543711
AC144450.1,2,1546665,1620113
AC141930.2,2,1572554,1580311
AC144450.2,2,1620510,1625419
PXDN,2,1631887,1744852
MYT1L,2,1789113,2331260
AC093390.1,2,1824412,1828667
MYT1L-AS1,2,2319232,2327110
AC018685.1,2,2641989,2656630
AC018685.2,2,2729908,2730957
AC011995.1,2,2834264,2838391
AC011995.3,2,2870558,2871231
LINC01250,2,2895048,3126026
AC019118.3,2,3131581,3145780
AC019118.4,2,3156756,3157797
TSSC1,2,3188925,3377882
TRAPPC12,2,3379675,3485094
TRAPPC12-AS1,2,3481242,3482409
RP11-1293J14.1,2,3496956,3497428
ADI1,2,3497361,3519736
AC142528.1,2,3519275,3523197
AC108488.4,2,3531813,3536873
RP13-512J5.1,2,3531984,3547957
RNASEH1,2,3544793,3558616
RNASEH1-AS1,2,3558492,3561745
RPS7,2,3575205,3580919
COLEC11,2,3594832,3644644
AC010907.2,2,3603397,3604242
ALLC,2,3658195,3702671
AC010907.5,2,3702585,3704153
DCDC2C,2,3703592,3847408
AC019172.2,2,3844184,3847411
LINC01304,2,3957655,3974070
AC012445.1,2,4136644,4140731
LINC01249,2,4628222,4656215
AC107057.1,2,5549780,5556031
LINC01248,2,5602505,5691488
SOX11,2,5692667,5701385
AC010729.2,2,5726449,5730342
AC010729.3,2,5810641,5812596
AC017053.1,2,6312954,6325646
LINC01247,2,6366010,6375422
AC021021.2,2,6496003,6503806
MIR7515HG,2,6615389,6650535
LINC00487,2,6728177,6770311
NRIR,2,6828514,6840464
CMPK2,2,6840570,6866635
RSAD2,2,6865806,6898239
RP11-439M11.1,2,6905724,6906301
RNF144A,2,6917392,7068286
AC019048.1,2,7062727,7077880
RP11-557L19.1,2,7260871,7261504
AC092580.3,2,7671604,7672246
AC092580.4,2,7725801,7730705
AC007463.2,2,7886770,7899655
LINC00298,2,7922425,8278084
LINC00299,2,8007771,8383621
U91324.1,2,8139402,8143269
AC011747.3,2,8543592,8575501
AC011747.4,2,8559833,8583792
AC011747.6,2,8600892,8622942
ID2-AS1,2,8666636,8681863
ID2,2,8678845,8684453
RP11-434B12.1,2,8721134,8722686
KIDINS220,2,8725278,8837630
MBOAT2,2,8852690,9003813
RP11-734K21.5,2,9106593,9109865
RP11-734K21.3,2,9115197,9116884
RP11-734K21.4,2,9143166,9146106
ASAP2,2,9206765,9405683
ITGB1BP1,2,9403475,9423547
CPSF3,2,9423568,9473101
IAH1,2,9473658,9496543
ADAM17,2,9488486,9555792
RP11-400L8.2,2,9505445,9512412
RP11-214N9.1,2,9555899,9556775
YWHAQ,2,9583972,9631014
RP11-521D12.1,2,9638772,9649439
RP11-521D12.2,2,9674023,9708413
RP11-521D12.5,2,9757496,9770341
TAF1B,2,9843354,9934416
RP11-95D17.1,2,9936360,9939590
GRHL1,2,9951693,10002277
AC010969.1,2,10003158,10006030
RP11-254F7.1,2,10021578,10022825
RP11-254F7.2,2,10039092,10040663
KLF11,2,10042849,10054836
RP11-254F7.3,2,10054421,10054866
CYS1,2,10056780,10080944
AC104794.4,2,10083781,10086101
RP11-254F7.4,2,10120734,10121065
RRM2,2,10122328,10131419
C2orf48,2,10141382,10211725
HPCAL1,2,10302889,10427617
ODC1,2,10439968,10448504
RP11-320M2.1,2,10448694,10451327
AC007249.3,2,10452319,10455552
NOL10,2,10570766,10689987
AC092687.5,2,10589166,10604830
RN7SL832P,2,10690344,10692099
AC092687.3,2,10717773,10720952
ATP6V1C2,2,10721649,10785110
RP11-791G15.2,2,10767875,10770058
PDIA6,2,10783391,10837977
AC092687.4,2,10847577,10854955
RP11-245G13.2,2,10878269,10885118
KCNF1,2,10911937,10914225
AC062028.1,2,11105317,11132821
C2orf50,2,11133053,11146790
PQLC3,2,11155198,11178874
ROCK2,2,11179761,11348330
AC099344.2,2,11357515,11365636
AC099344.3,2,11388023,11390367
LINC00570,2,11393981,11403077
E2F6,2,11444375,11466177
GREB1,2,11482341,11642788
NTSR2,2,11658178,11670164
RP11-494G9.1,2,11673964,11676925
LPIN1,2,11677595,11827409
AC012456.3,2,11721619,11724222
AC012456.4,2,11740997,11745301
MIR3681HG,2,11848622,12578348
AC096559.2,2,12598987,12605145
RP11-333O1.1,2,12715415,12716227
TRIB2,2,12716889,12742734
AC092635.1,2,13537673,13609168
LINC00276,2,13710531,14400963
AC016730.1,2,13723048,13758152
AC011897.2,2,14616428,14630192
FAM84A,2,14632686,14650814
AC068286.1,2,14886647,14907664
NBAS,2,15166909,15561330
AC008278.2,2,15564170,15573868
DDX1,2,15591178,15631111
AC008278.3,2,15668684,15680484
AC008271.1,2,15690782,15744339
AC113608.1,2,15801747,15810877
MYCNUT,2,15920399,15936017
MYCNOS,2,15921037,15942249
MYCN,2,15940564,15947007
AC010145.4,2,15997049,16062885
GACAT3,2,16050427,16085801
AC142119.1,2,16085222,16105841
AC010745.1,2,16202430,16204226
AC010745.2,2,16224047,16229140
AC010745.3,2,16227027,16228194
AC010745.4,2,16316324,16319566
AC010880.1,2,16354256,16432702
AC104623.2,2,16523176,16529387
FAM49A,2,16549459,16666331
AC008069.1,2,16728124,16767555
AC080094.1,2,16970034,16974497
RAD51AP2,2,17510584,17518439
VSNL1,2,17539126,17657018
SMC6,2,17663812,17800242
GEN1,2,17753858,17788941
MSGN1,2,17816496,17817101
KCNS3,2,17877847,18361616
RP11-111J6.2,2,18547386,18548204
RDH14,2,18554723,18560680
NT5C1B-RDH14,2,18555545,18589564
NT5C1B,2,18562872,18589572
AC106053.1,2,18784807,18787752
LINC01376,2,18986451,19346748
OSR1,2,19351485,19358653
AC010096.1,2,19458220,19468961
AC010096.2,2,19475450,19488850
AC019055.1,2,19711715,19717576
LINC00954,2,19868860,19885047
TTC32,2,19896643,19901986
RP11-79O8.1,2,19902025,19902569
WDR35,2,19910260,19990131
AC079145.4,2,19990217,20004210
MATN3,2,19992111,20012694
LAPTM4A,2,20032650,20052028
RP11-644K8.1,2,20052134,20054496
AC098828.2,2,20063856,20106829
SDC1,2,20200797,20225433
PUM2,2,20248691,20352234
RHOB,2,20447074,20449445
AC023137.2,2,20451042,20452947
AC012065.4,2,20499571,20501311
HS1BP3,2,20560448,20651089
RP11-130L8.2,2,20586248,20586686
GDF7,2,20666664,20679245
RP11-130L8.1,2,20678254,20678932
LDAH,2,20684014,20823130
AC012361.1,2,20859771,20861661
RP11-116D2.1,2,20999313,21000917
APOB,2,21001429,21044073
TDRD15,2,21123917,21143272
AC067959.1,2,21221175,21970959
AC011752.1,2,21317660,21561313
AC009411.2,2,21630548,21636309
AC009411.1,2,21638431,21649563
AC018742.1,2,21687434,21710623
AC068490.2,2,21933336,22531105
AC068490.1,2,21944609,21965551
AC096570.2,2,22377594,22482004
AC096570.1,2,22536479,22538288
AC016768.1,2,23018125,23199056
AC012506.1,2,23330664,23332044
AC012506.2,2,23347654,23351864
AC012506.3,2,23357516,23360376
AC012506.4,2,23375229,23381299
KLHL29,2,23385217,23708611
AC011239.1,2,23507043,23524344
RP11-557N21.1,2,23667208,23685453
ATAD2B,2,23748664,23927114
UBXN2A,2,23927285,24004909
MFSD2B,2,24010081,24063321
C2orf44,2,24029340,24049575
FKBP1B,2,24049701,24063681
SF3B6,2,24067584,24076443
FAM228B,2,24076526,24169640
TP53I3,2,24077433,24085861
PFN4,2,24115371,24123477
RP11-507M3.1,2,24124366,24190436
AC008073.7,2,24165884,24175005
FAM228A,2,24175069,24200849
AC008073.9,2,24199839,24201698
ITSN2,2,24202864,24360714
AC009228.1,2,24214381,24221516
NCOA1,2,24491914,24770702
PTRHD1,2,24789734,24793382
CENPO,2,24793136,24822376
ADCY3,2,24819169,24919839
RP11-443B20.1,2,24825610,24826717
DNAJC27,2,24943636,24972094
DNAJC27-AS1,2,24971390,25039694
EFR3B,2,25042130,25159137
POMC,2,25160853,25168903
LINC01381,2,25204313,25209202
DNMT3A,2,25227855,25342590
AC012074.2,2,25369136,25375845
DTNB,2,25377198,25673647
AC104699.1,2,25421117,25427643
ASXL2,2,25733753,25878516
KIF3C,2,25926596,25982749
RAB10,2,26034107,26137454
GAREM2,2,26173091,26189663
HADHA,2,26190635,26244726
HADHB,2,26243170,26290468
ADGRF3,2,26308173,26346817
EPT1,2,26308547,26395891
DRC1,2,26401916,26456711
OTOF,2,26457203,26558698
C2orf70,2,26562582,26579532
CIB4,2,26581202,26641368
AC015977.6,2,26671254,26674464
KCNK3,2,26692690,26733420
SLC35F6,2,26764284,26781231
CENPA,2,26764289,26801067
DPYSL5,2,26847747,26950351
AC013472.4,2,26950308,27009807
MAPRE3,2,26970612,27027196
TMEM214,2,27032910,27041695
AGBL5,2,27042364,27070622
AGBL5-AS1,2,27049683,27050264
RP11-503P10.1,2,27053618,27054276
RP11-195B17.1,2,27062428,27062907
OST4,2,27070472,27071773
EMILIN1,2,27078567,27086408
KHK,2,27086747,27100772
CGREF1,2,27098889,27119115
ABHD1,2,27123789,27130812
PREB,2,27130756,27134675
PRR30,2,27136848,27139410
TCF23,2,27149004,27156974
SLC5A6,2,27199587,27212958
ATRAID,2,27212027,27217178
CAD,2,27217390,27243943
SLC30A3,2,27253684,27275817
DNAJC5G,2,27275421,27281499
TRIM54,2,27282392,27307439
UCN,2,27307400,27308445
MPV17,2,27309492,27325680
GTF3C2,2,27325849,27357034
GTF3C2-AS1,2,27335535,27342599
AC074117.10,2,27356246,27367622
EIF2B4,2,27364352,27370486
SNX17,2,27370496,27377533
ZNF513,2,27377231,27380790
PPM1G,2,27381194,27409687
NRBP1,2,27427790,27442259
KRTCAP3,2,27442366,27446481
IFT172,2,27444371,27489789
FNDC4,2,27491883,27495245
GCKR,2,27496842,27523684
AC109829.1,2,27537386,27567144
AC109829.2,2,27556908,27557282
C2orf16,2,27576522,27582720
ZNF512,2,27582969,27623215
CCDC121,2,27625639,27629012
GPN1,2,27628247,27651508
SUPT7L,2,27650812,27663840
SLC4A1AP,2,27663471,27694976
LINC01460,2,27705786,27715732
MRPL33,2,27771717,27988087
RBKS,2,27781364,27891098
BRE,2,27889941,28338901
AC093690.1,2,28307691,28310459
FLJ31356,2,28384409,28394672
FOSL2,2,28392448,28417312
RP11-373D23.3,2,28425945,28426719
AC104695.4,2,28448167,28450184
PLB1,2,28457145,28643788
AC074011.2,2,28633282,28664540
AC097724.3,2,28708953,28736205
PPP1CB,2,28751640,28802940
SPDYA,2,28782517,28850611
RP11-713D19.1,2,28810281,28810706
TRMT61B,2,28849821,28870301
WDR43,2,28894643,28948222
FAM179A,2,28956611,29061373
C2orf71,2,29060976,29074261
AC105398.3,2,29096843,29097525
CLIP4,2,29097705,29189643
ALK,2,29192774,29921566
AC106870.1,2,29890371,29892354
AC106870.2,2,29899597,29907199
AC016907.3,2,30051066,30143804
YPEL5,2,30146941,30160533
LBH,2,30231531,30323730
AC109642.1,2,30346659,30352431
LCLAT1,2,30447226,30644225
CAPN13,2,30722771,30820542
GALNT14,2,30910467,31155202
AC009305.1,2,30986939,30991426
CAPN14,2,31173056,31233858
EHD3,2,31234337,31269447
XDH,2,31334321,31414715
SRD5A2,2,31522480,31581067
AL133247.2,2,31526942,31563464
AL133249.1,2,31793823,31803980
RP11-1057B6.1,2,31852976,31853423
MEMO1,2,31865060,32011230
DPY30,2,31867809,32039812
CTC-336P14.1,2,32013061,32013368
SPAST,2,32063611,32157637
RP11-563N4.1,2,32165046,32165757
SLC30A6,2,32165841,32224379
NLRC4,2,32224453,32265854
YIPF4,2,32277910,32316594
AL133245.2,2,32321638,32323002
BIRC6,2,32357028,32618899
BIRC6-AS1,2,32377631,32379599
BIRC6-AS2,2,32557520,32574818
TTC27,2,32628032,32821051
LINC00486,2,32825443,32926693
AL121656.5,2,32927127,32928405
LTBP1,2,32946972,33399509
RASGRP3,2,33436324,33564750
AC020594.5,2,33555047,33563547
FAM98A,2,33583658,33599382
LINC01317,2,33706886,34297753
LINC01318,2,34067226,34069550
AC073218.1,2,34383788,34635340
LINC01320,2,34677555,34738231
RP11-529E15.1,2,34692290,34703606
AC073218.3,2,34734975,34737118
AC012593.1,2,34799850,35185689
AC019064.1,2,34998273,35000160
RP11-490M8.1,2,36354749,36355114
CRIM1,2,36355926,36551135
RP11-78I14.1,2,36513255,36513732
FEZ2,2,36531805,36646087
VIT,2,36696690,36814792
STRN,2,36843640,36966472
HEATR5B,2,36968383,37084342
GPATCH11,2,37084451,37099244
EIF2AK2,2,37099210,37157065
SULT6B1,2,37167820,37196598
CEBPZOS,2,37196488,37216193
CEBPZ,2,37201612,37231713
NDUFAF7,2,37231631,37253403
PRKD3,2,37250502,37324808
AC007391.2,2,37325340,37326797
QPCT,2,37344574,37373322
AC006369.2,2,37600136,37646698
CDC42EP3,2,37641882,37738468
AC006369.3,2,37744333,37747046
LINC00211,2,37826247,37876274
RMDN2,2,37923187,38067142
RMDN2-AS1,2,37949911,38067041
CYP1B1,2,38066973,38109902
CYP1B1-AS1,2,38073447,38231651
AC009229.6,2,38132637,38138946
RP11-314C9.2,2,38193348,38193629
AC009229.5,2,38203363,38239590
ATL2,2,38294880,38377285
AC016995.3,2,38406719,38515740
AC093822.1,2,38431294,38433573
HNRNPLL,2,38561978,38603586
AC011247.3,2,38601598,38602178
GALM,2,38665910,38741237
AC074366.3,2,38668202,38671421
SRSF7,2,38743599,38751494
GEMIN6,2,38751534,38785000
DHX57,2,38797729,38875934
AC018693.6,2,38861720,38863133
MORN2,2,38875962,38929072
ARHGEF33,2,38889880,38975449
RP11-173C1.1,2,38959287,38960342
SOS1,2,38981396,39124345
CDKL4,2,39175646,39229588
MAP4K3,2,39249266,39437312
AC007246.3,2,39436637,39665343
TMEM178A,2,39664982,39717963
THUMPD2,2,39736060,39779267
SLC8A1-AS1,2,39786453,40255209
SLC8A1,2,40097270,40611053
AC007317.1,2,40746487,40767452
AC104654.1,2,41877074,41894046
AC104654.2,2,41931599,41933723
C2orf91,2,41935368,41954266
AC013480.2,2,42015625,42025302
PKDCC,2,42048020,42058528
AC083949.1,2,42143238,42170301
EML4,2,42169350,42332548
COX7A2L,2,42333546,42425088
KCNG3,2,42442017,42494097
MTA3,2,42494569,42756947
OXER1,2,42762481,42764261
HAAO,2,42767089,42792593
AC016735.1,2,43001355,43006060
AC016735.2,2,43027853,43039547
AC016735.3,2,43041193,43043782
AC093609.1,2,43097746,43102691
ZFP36L2,2,43222402,43226609
LINC01126,2,43227210,43228855
AC010883.5,2,43229573,43233394
THADA,2,43230836,43596046
PLEKHH2,2,43637273,43767987
C1GALT1C1L,2,43675151,43676322
DYNC2LI1,2,43774039,43810010
ABCG5,2,43812472,43838865
ABCG8,2,43838964,43878466
LRPPRC,2,43886508,43996005
RP11-559M23.1,2,44167625,44168859
PPM1B,2,44167969,44244384
SLC3A1,2,44275458,44321494
PREPL,2,44316281,44361862
CAMKMT,2,44361950,44772592
RP11-89K21.1,2,44921077,44939199
SIX3-AS1,2,44940154,44941873
SIX3,2,44941898,44946077
AC012354.6,2,44954664,44968762
SIX2,2,45005161,45009430
AC093702.1,2,45013214,45013668
AC009236.2,2,45168583,45169414
SRBD1,2,45388680,45612165
PRKCE,2,45651345,46187990
U51244.2,2,45674701,45675476
AC017006.2,2,46078015,46078828
AC017006.3,2,46166789,46167978
EPAS1,2,46293667,46386703
AC016912.3,2,46392297,46394167
TMEM247,2,46429190,46484425
ATP6V1E2,2,46490750,46542557
RP11-417F21.2,2,46499731,46501278
RHOQ,2,46541806,46583121
RP11-417F21.1,2,46568256,46580238
PIGF,2,46580937,46617119
CRIPT,2,46616416,46625742
SOCS5,2,46698952,46763129
RP11-333I13.1,2,46777783,46780245
LINC01118,2,46816668,46822657
LINC01119,2,46816697,46859007
AC016722.3,2,46852020,46853496
AC016722.4,2,46899275,46908678
MCFD2,2,46901870,46941855
TTC7A,2,46916157,47076137
RP11-15I20.1,2,46956615,46956888
AC093732.1,2,47035279,47040524
C2orf61,2,47045538,47155378
RP11-761B3.1,2,47065941,47176511
AC073283.7,2,47067822,47071204
CALM2,2,47160082,47176601
